Publicar,sku,nombre_producto,Descripciones,nombre_variante,grupo_variante,presentacion,color,categoria,subcategoria,precio_cop,stock,gestionar_stock,peso_kg,codigo_industrial,url_slug,imagen_principal,galeria_imagenes,usos,caracteristicas,aplicacion_faq,pre_tratamiento,ficha_tecnica_url,ghs_pictogramas,precauciones_h,consejos_prudencia_p,modo_empleo
NO,AC-P1-040,ACUAPIEL  015NS,,ACUAPIEL  015NS 4 Gal,AC-P1,4 Gal,,Calzado,Marroquinería,,0,1,,4kg,acuapiel-015ns-4-gal,products/acuapiel-015ns/040-01.jpg,products/acuapiel-015ns/040-02.jpg|products/acuapiel-015ns/040-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-P1-045,ACUAPIEL  015NS,,ACUAPIEL  015NS 4.5 Gal,AC-P1,4.5 Gal,,Calzado,Marroquinería,,0,1,,10kg,acuapiel-015ns-4-5-gal,products/acuapiel-015ns/045-01.jpg,products/acuapiel-015ns/045-02.jpg|products/acuapiel-015ns/045-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-P1-150,ACUAPIEL  015NS,,ACUAPIEL  015NS 15 Gal,AC-P1,15 Gal,,Calzado,Marroquinería,,0,1,,20kg,acuapiel-015ns-15-gal,products/acuapiel-015ns/150-01.jpg,products/acuapiel-015ns/150-02.jpg|products/acuapiel-015ns/150-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-P0-750,ACUAPIEL  006,,ACUAPIEL  006 750cc,AC-P0,750cc,,Calzado,Marroquinería,,0,1,,4 kg,acuapiel-006-750cc,products/acuapiel-006/750-01.jpg,products/acuapiel-006/750-02.jpg|products/acuapiel-006/750-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-P0-040,ACUAPIEL  006,,ACUAPIEL  006 4 Gal,AC-P0,4 Gal,,Calzado,Marroquinería,,0,1,,4kg,acuapiel-006-4-gal,products/acuapiel-006/040-01.jpg,products/acuapiel-006/040-02.jpg|products/acuapiel-006/040-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-P0-045,ACUAPIEL  006,,ACUAPIEL  006 4.5 Gal,AC-P0,4.5 Gal,,Calzado,Marroquinería,,0,1,,10kg,acuapiel-006-4-5-gal,products/acuapiel-006/045-01.jpg,products/acuapiel-006/045-02.jpg|products/acuapiel-006/045-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-P0-150,ACUAPIEL  006,,ACUAPIEL  006 15 Gal,AC-P0,15 Gal,,Calzado,Marroquinería,,0,1,,20kg,acuapiel-006-15-gal,products/acuapiel-006/150-01.jpg,products/acuapiel-006/150-02.jpg|products/acuapiel-006/150-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PN-750,ACUAPIEL  NS,,ACUAPIEL  NS 750cc,AC-PN,750cc,,Calzado,Marroquinería,,0,1,,5 kg,acuapiel-ns-750cc,products/acuapiel-ns/750-01.jpg,products/acuapiel-ns/750-02.jpg|products/acuapiel-ns/750-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PN-040,ACUAPIEL  NS,,ACUAPIEL  NS 4 Gal,AC-PN,4 Gal,,Calzado,Marroquinería,,0,1,,4kg,acuapiel-ns-4-gal,products/acuapiel-ns/040-01.jpg,products/acuapiel-ns/040-02.jpg|products/acuapiel-ns/040-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PN-045,ACUAPIEL  NS,,ACUAPIEL  NS 4.5 Gal,AC-PN,4.5 Gal,,Calzado,Marroquinería,,0,1,,10kg,acuapiel-ns-4-5-gal,products/acuapiel-ns/045-01.jpg,products/acuapiel-ns/045-02.jpg|products/acuapiel-ns/045-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PN-150,ACUAPIEL  NS,,ACUAPIEL  NS 15 Gal,AC-PN,15 Gal,,Calzado,Marroquinería,,0,1,,20kg,acuapiel-ns-15-gal,products/acuapiel-ns/150-01.jpg,products/acuapiel-ns/150-02.jpg|products/acuapiel-ns/150-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PP-750,ACUAPIEL Pincel,,ACUAPIEL Pincel 750cc,AC-PP,750cc,,"calzado, marroquineria","doblado, forrado",,0,1,,1 kg NOREGISTRA,acuapiel-pincel-750cc,products/acuapiel-pincel/750-01.jpg,products/acuapiel-pincel/750-02.jpg|products/acuapiel-pincel/750-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PP-040,ACUAPIEL Pincel,,ACUAPIEL Pincel 4 Gal,AC-PP,4 Gal,,"calzado, marroquineria","doblado, forrado",,0,1,,4kg 1177011523,acuapiel-pincel-4-gal,products/acuapiel-pincel/040-01.jpg,products/acuapiel-pincel/040-02.jpg|products/acuapiel-pincel/040-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PP-045,ACUAPIEL Pincel,,ACUAPIEL Pincel 4.5 Gal,AC-PP,4.5 Gal,,"calzado, marroquineria","doblado, forrado",,0,1,,10kg NOREGISTRA,acuapiel-pincel-4-5-gal,products/acuapiel-pincel/045-01.jpg,products/acuapiel-pincel/045-02.jpg|products/acuapiel-pincel/045-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PP-150,ACUAPIEL Pincel,,ACUAPIEL Pincel 15 Gal,AC-PP,15 Gal,,"calzado, marroquineria","doblado, forrado",,0,1,,20kg  1177011530,acuapiel-pincel-15-gal,products/acuapiel-pincel/150-01.jpg,products/acuapiel-pincel/150-02.jpg|products/acuapiel-pincel/150-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
SI,AU-BP-750,BASE PRIMER EVA,"Es un primer industrial líquido de color amarillo y baja viscosidad, formulado con cauchos de policloropreno, resinas sintéticas, aditivos especiales y solventes orgánicos.
Uso obligatorio con catalizador: Para su aplicación, debe mezclarse con Vulcanizante Incoloro en una proporción del 3%.
Función principal: Se utiliza para proporcionar afinidad y mejorar la adherencia en superficies de microporosa (EVA) que serán unidas con adhesivos de poliuretano tipo Maxón.
",BASE PRIMER EVA 750cc,AU-BP,750cc,,Auxiliar,,,0,1,,331050309,base-primer-eva-750cc,products/Base Primer Eva/Base_Premier_Eva_750/Base Premier Eva - 750_0050s_0000_1 Base Premier Eva - 750.jpg,products/Base Primer Eva/Base_Premier_Eva_750/Base Premier Eva - 750_0050s_0001_2 Base Premier Eva - 750.jpg|products/Base Primer Eva/Base_Premier_Eva_750/Base Premier Eva - 750_0050s_0002_3 Base Premier Eva - 750.jpg,PRIMER PARA ACTIVACIÓN DE SUPERFICIES EVA,Mejora la adherencia Unión más durable Alta penetración Activa superficies EVA,,,,GHS02|GHS07|GHS08,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor, chispas o llamas. P260: No respirar vapores. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire fresco. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Mezclar con 3% de vulcanizante y usar en 24 h. Cardar la EVA, limpiar con solvente y dejar secar ( $\approx$  10 min). 2. Aplicar: Aplicar capa uniforme de primer sobre la superficie. 3. Secado: Dejar secar mínimo 20 min. 4. Unir: Aplicar adhesivo y realizar el pegado."
SI,AU-BP-30,BASE PRIMER EVA,"Es un primer industrial líquido de color amarillo y baja viscosidad, formulado con cauchos de policloropreno, resinas sintéticas, aditivos especiales y solventes orgánicos.
Uso obligatorio con catalizador: Para su aplicación, debe mezclarse con Vulcanizante Incoloro en una proporción del 3%.
Función principal: Se utiliza para proporcionar afinidad y mejorar la adherencia en superficies de microporosa (EVA) que serán unidas con adhesivos de poliuretano tipo Maxón.
",BASE PRIMER EVA 3000cc,AU-BP,3000cc,,Auxiliar,,,,,,,,products/Base Primer Eva/Base_Premier_Eva_3000/Base Premier Eva - 3000_0049s_0000_1 Base Premier Eva - 3000.jpg,products/Base Primer Eva/Base_Premier_Eva_3000/Base Premier Eva - 3000_0049s_0001_2 Base Premier Eva - 3000.jpg|products/Base Primer Eva/Base_Premier_Eva_3000/Base Premier Eva - 3000_0049s_0002_3 Base Premier Eva - 3000.jpg,,,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor, chispas o llamas. P260: No respirar vapores. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire fresco. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Mezclar con 3% de vulcanizante y usar en 24 h. Cardar la EVA, limpiar con solvente y dejar secar ( $\approx$  10 min). 2. Aplicar: Aplicar capa uniforme de primer sobre la superficie. 3. Secado: Dejar secar mínimo 20 min. 4. Unir: Aplicar adhesivo y realizar el pegado."
NO,AU-BP-036,BASE PRIMER EVA,,BASE PRIMER EVA 3600cc,AU-BP,3600,,Auxiliares,,,0,1,,331050118,base-primer-eva-3-6l,products/base-primer-eva/036-01.jpg,products/base-primer-eva/036-02.jpg|products/base-primer-eva/036-03.jpg,PRIMER PARA ACTIVACIÓN DE SUPERFICIES EVA,Mejora la adherencia Unión más durable Alta penetración Activa superficies EVA,,,,GHS02|GHS07|GHS08,,,
NO,AU-BP-045,BASE PRIMER EVA,,BASE PRIMER EVA 4.5 Gal,AU-BP,4.5 Gal,,Auxiliares,,,0,1,,331050127,base-primer-eva-4-5-gal,products/base-primer-eva/045-01.jpg,products/base-primer-eva/045-02.jpg|products/base-primer-eva/045-03.jpg,PRIMER PARA ACTIVACIÓN DE SUPERFICIES EVA,Mejora la adherencia Unión más durable Alta penetración Activa superficies EVA,,,,GHS02|GHS07|GHS08,,,
SI,AU-BP-040,BASE PRIMER EVA,"Es un primer industrial líquido de color amarillo y baja viscosidad, formulado con cauchos de policloropreno, resinas sintéticas, aditivos especiales y solventes orgánicos.
Uso obligatorio con catalizador: Para su aplicación, debe mezclarse con Vulcanizante Incoloro en una proporción del 3%.
Función principal: Se utiliza para proporcionar afinidad y mejorar la adherencia en superficies de microporosa (EVA) que serán unidas con adhesivos de poliuretano tipo Maxón.
",BASE PRIMER EVA 5 Gal,AU-BP,5 Gal,,Auxiliar,,,,,,,,products/Base Primer Eva/Base_Premier_Eva_5Gal/2_0000s_0001_Primera_EVA_Incoloro_5Gal.jpg,,,,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor, chispas o llamas. P260: No respirar vapores. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire fresco. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Mezclar con 3% de vulcanizante y usar en 24 h. Cardar la EVA, limpiar con solvente y dejar secar ( $\approx$  10 min). 2. Aplicar: Aplicar capa uniforme de primer sobre la superficie. 3. Secado: Dejar secar mínimo 20 min. 4. Unir: Aplicar adhesivo y realizar el pegado."
SI,CO-MG-75,MONTAGRASS TACK,"Es un adhesivo de contacto base solvente (cauchos de Policloropreno, resinas y solventes orgánicos), líquido viscoso de color amarillo.

Usos Principales:
Diseñado para las industrias de calzado y marroquinería para montaje, forrado, doblado y laminado de cueros grasos y sintéticos. Ofrece amplio tiempo abierto (10 a 60 minutos) y alta resistencia a humedad, temperaturas elevadas y acciones mecánicas. ",MONTAGRASS TACK 750cc,CO-MG,750cc,,Calzado,Marroquineria,,,,,,,products/Montagrass Tack/Montagrass_Track_750/Montagrass Track - 750_0033s_0000_1 Montagrass Tack - 750.jpg,products/Montagrass Tack/Montagrass_Track_750/Montagrass Track - 750_0033s_0001_2 Montagrass Tack 750.jpg|products/Montagrass Tack/Montagrass_Track_750/Montagrass Track - 750_0033s_0002_3 Montagrass Tack - 750.jpg,,,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H319: Irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada. H410: Muy tóxico para organismos acuáticos con efectos duraderos.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor o chispas. P260: No respirar vapores. P273: Evitar liberación al ambiente. P280: Usar protección personal. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P305+P351+P338: En caso de contacto con los ojos, enjuagar varios minutos. P308+P313: En caso de exposición, consultar al médico. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Superficies limpias, secas y sin grasa; preferiblemente ásperas. 2. Aplicar: Aplicar uniforme con brocha, cepillo o espátula. En materiales absorbentes, aplicar dos capas. 3. Secado: Realizar pegues entre 10-60 min sin exceder este tiempo. 4. Unir: Juntar y aplicar presión con rodillo, prensa o martillo."
SI,CO-MG-30,MONTAGRASS TACK,"Es un adhesivo de contacto base solvente (cauchos de Policloropreno, resinas y solventes orgánicos), líquido viscoso de color amarillo.

Usos Principales:
Diseñado para las industrias de calzado y marroquinería para montaje, forrado, doblado y laminado de cueros grasos y sintéticos. Ofrece amplio tiempo abierto (10 a 60 minutos) y alta resistencia a humedad, temperaturas elevadas y acciones mecánicas. ",MONTAGRASS TACK 3000cc,CO-MG,3000cc,,Calzado,Marroquineria,,,,,,,products/Montagrass Tack/Montagrass_Track_3000/Montagrass Track - 3000_0032s_0000_1 Montagrass Tack - 3000.jpg,products/Montagrass Tack/Montagrass_Track_3000/Montagrass Track - 3000_0032s_0001_2 Montagrass Tack - 3000.jpg|products/Montagrass Tack/Montagrass_Track_3000/Montagrass Track - 3000_0032s_0002_3 Montagrass Tack - 3000 .jpg,,,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H319: Irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada. H410: Muy tóxico para organismos acuáticos con efectos duraderos.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor o chispas. P260: No respirar vapores. P273: Evitar liberación al ambiente. P280: Usar protección personal. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P305+P351+P338: En caso de contacto con los ojos, enjuagar varios minutos. P308+P313: En caso de exposición, consultar al médico. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Superficies limpias, secas y sin grasa; preferiblemente ásperas. 2. Aplicar: Aplicar uniforme con brocha, cepillo o espátula. En materiales absorbentes, aplicar dos capas. 3. Secado: Realizar pegues entre 10-60 min sin exceder este tiempo. 4. Unir: Juntar y aplicar presión con rodillo, prensa o martillo."
SI,CO-MG-045,MONTAGRASS TACK,"Es un adhesivo de contacto base solvente (cauchos de Policloropreno, resinas y solventes orgánicos), líquido viscoso de color amarillo.

Usos Principales:
Diseñado para las industrias de calzado y marroquinería para montaje, forrado, doblado y laminado de cueros grasos y sintéticos. Ofrece amplio tiempo abierto (10 a 60 minutos) y alta resistencia a humedad, temperaturas elevadas y acciones mecánicas. ",MONTAGRASS TACK 4.5 Gal,CO-MG,4.5 Gal,,Calzado,Marroquineria,,0,1,,1111170127,montagrass-tack-4-5-gal,products/Montagrass Tack/Montagrass_Track_4.5Gal/Montagrass_4.5Gal.jpg,,ADHESIVO DE CONTACTO PARA CUEROS GRASOS,Uso industrial continuo Ideal para cueros grasos Amplio tiempo abierto (10-60 min) Alta resistencia final,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H319: Irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada. H410: Muy tóxico para organismos acuáticos con efectos duraderos.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor o chispas. P260: No respirar vapores. P273: Evitar liberación al ambiente. P280: Usar protección personal. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P305+P351+P338: En caso de contacto con los ojos, enjuagar varios minutos. P308+P313: En caso de exposición, consultar al médico. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Superficies limpias, secas y sin grasa; preferiblemente ásperas. 2. Aplicar: Aplicar uniforme con brocha, cepillo o espátula. En materiales absorbentes, aplicar dos capas. 3. Secado: Realizar pegues entre 10-60 min sin exceder este tiempo. 4. Unir: Juntar y aplicar presión con rodillo, prensa o martillo."
